 TITLE = "SURFACE LOCATIONS AND CONTOURS"
 VARIABLES = "X", "Y", "Z", "Cp", "Cf", "Cfx", "Cfy", "Cfz"
DATASETAUXDATA Common.AngleOfAttack="2.41500"
DATASETAUXDATA Common.ReferenceMachNumber="  0.850"
DATASETAUXDATA Common.ReynoldsNumber="     5000000.0"
ZONE T="B0021-S6", I=   23, J=   23, K=1, F=POINT
  9.975433349609375E-004  0.000000000000000E+000  0.629492878913879     
   1.05553995026454       2.442119471519581E-004  1.416372284806748E-004
  1.294545438752987E-004 -1.510625423793148E-004
  3.847953009223982E-002  5.138935211815670E-002  0.631028550308560     
  0.903769071235029       1.930333471408740E-003  1.015987511449739E-003
  1.571497366674849E-003  4.736588582018716E-004
  7.612392980740357E-002  0.102663319654415       0.632443665920629     
  0.822360698128625       2.545478460391035E-003  1.260939012731757E-003
  2.051508417235985E-003  8.251100608377518E-004
  0.114019255315048       0.153757283043838       0.633657889463966     
  0.767745278047195       2.868190551657449E-003  1.357578052414341E-003
  2.287191766784553E-003  1.073430339692755E-003
  0.152247012549702       0.204608734023175       0.634602155902990     
  0.724830176982378       3.094782582770421E-003  1.407855293482080E-003
  2.445270950336333E-003  1.271327135978340E-003
  0.190644183511530       0.255334676146383       0.635414059216681     
  0.696033623389795       3.277272202646188E-003  1.439941862580422E-003
  2.575432078573393E-003  1.426264397396553E-003
  0.229104194560026       0.306013699754828       0.636180378521818     
  0.674156304264708       3.439280583759351E-003  1.468738157646870E-003
  2.697192178135732E-003  1.548099968445050E-003
  0.267608557883032       0.356659544779424       0.636912168018760     
  0.656972227726365       3.581274777836056E-003  1.494855628299627E-003
  2.809236125826994E-003  1.642902332536587E-003
  0.306139121609581       0.407285798088261       0.637620167915342     
  0.643671734005599       3.701560254347308E-003  1.518726731689397E-003
  2.909391672402438E-003  1.711857916876015E-003
  0.344694398228233       0.457893627254981       0.638299432899085     
  0.633417854735261       3.803656855392896E-003  1.545599421789699E-003
  3.000052019004701E-003  1.754598468085088E-003
  0.383271196246110       0.508485215642008       0.638966492264006     
  0.625925030372494       3.886552598773962E-003  1.576729130527540E-003
  3.079794409330695E-003  1.770334078143982E-003
  0.421855837048957       0.559070523180272       0.639655900998722     
  0.620949516710293       3.954056405996596E-003  1.613199253623310E-003
  3.150670271414883E-003  1.762222196754534E-003
  0.460434327684538       0.609659709218178       0.640402523613529     
  0.618119741279745       4.012207652299260E-003  1.655684359913002E-003
  3.216208630633186E-003  1.735661715239701E-003
  0.498986838868485       0.660267186894109       0.641245265397901     
  0.616856940138416       4.061045367230765E-003  1.700592850993483E-003
  3.274723822315285E-003  1.695953217932939E-003
  0.537510853512294       0.710894421609032       0.642197384022956     
  0.616358599109304       4.105894869783800E-003  1.748343872478426E-003
  3.329076243876521E-003  1.648914111693228E-003
  0.576022194844251       0.761529284107703       0.643251147557645     
  0.616186430880907       4.148475030291249E-003  1.798675816735824E-003
  3.379523718292569E-003  1.597945499927223E-003
  0.614536889172821       0.812159575914647       0.644397882639967     
  0.616374904440149       4.186452901600955E-003  1.849796428454108E-003
