 TITLE = "SURFACE LOCATIONS AND CONTOURS"
 VARIABLES = "X", "Y", "Z", "Cp", "Cf", "Cfx", "Cfy", "Cfz"
DATASETAUXDATA Common.AngleOfAttack="3.0224"
DATASETAUXDATA Common.ReferenceMachNumber="  0.850"
DATASETAUXDATA Common.ReynoldsNumber="     5000000.0"
ZONE T="B0021-S6", I=   23, J=   23, K=1, F=POINT
  0.250011733506045       7.309843094702858E-003  7.218317789800773E-003
  2.079127682338746E-004 -1.134225125548745E-003
  0.698144220554391       0.917174652308146       0.631627186449435     
  0.218814086254904       7.317641920884401E-003  7.261581906073241E-003
 -2.642031302493938E-005 -9.036666812127824E-004
  0.737030969758456       0.967967474164356       0.633757167757109     
  0.198827041906734       7.240163581360535E-003  7.203860547513388E-003
 -1.795433126247813E-004 -7.015169960387584E-004
  0.775945376025842        1.01873759448054       0.636071526676129     
  0.190963807451034       7.117696405331143E-003  7.090270632383285E-003
 -2.747258603155419E-004 -5.605266984728674E-004
  0.814893373709494        1.06948085641660       0.638511346144459     
  0.192109290998549       6.985513448038559E-003  6.959406067838257E-003
 -3.384302754613762E-004 -4.995300434555834E-004
  0.853879448984941        1.12019409873197       0.641019985426196     
  0.202694211754724       6.858346550764029E-003  6.830954122084986E-003
 -3.716354940068868E-004 -4.866931804959276E-004
  1.119295363967255E-003  0.000000000000000E+000  0.633020735093289     
   1.06846654599907       1.671302889043190E-004  5.976613516256937E-005
  1.020881359724772E-004  1.180616578345215E-004
  3.908745049397225E-002  5.152374883726812E-002  0.636524260021284     
  0.913270727482962       1.616446323994306E-003  9.161491813012478E-004
  1.294649454702917E-003  3.121733258835509E-004
  7.723983897391093E-002  0.102908114622793       0.638671477158825     
  0.791954385297012       2.508937770861897E-003  1.383325168148951E-003
  2.021547537543158E-003  5.427022854902433E-004
  0.115556427820897       0.154169783781478       0.639625577553039     
  0.655480028151105       3.222877198334941E-003  1.689917069171474E-003
  2.628243976438416E-003  7.895893459168220E-004
  0.154014420996400       0.205323577217370       0.639572091494803     
  0.540697919771003       3.851928585732766E-003  1.849544984268461E-003
  3.203795879731011E-003  1.073419369012503E-003
  0.192592496642803       0.256384784884980       0.638700265385449     
  0.477900626012574       4.408371099082921E-003  1.845334377819921E-003
  3.768096852372101E-003  1.352746425760939E-003
